Text Label
ድኻን O
ዓብን B-PER
ንእሽቶይን O
ማዕረ O
ተጠላብነት O
ዘለዎ O
ንክኸውን O
የኽእሎ O
። O

በዚ O
ድማ O
ብዘይካ O
እተን O
ብቐጥታ O
ከም O
መግቢ O
ዝጥቀማሉ O
ስድራ-ቤታት O
፡ O
ኣብ O
ክረምቲ B-DATE
በለስ O
እናሸቀጣ O
ናብርአን O
ዘውሕሳ O
ስድራ-ቤታት O
እውን O
ውሑዳት O
ኣይኮናን O
። O

በለስ O
መበቆሉ O
ካብ O
መክሲኮ O
ምዃኑ O
እዩ O
ዝንገረሉ O
። O

መክሲካውያን O
ግን O
ዝያዳ O
ካብ O
ፍረኡ O
ንገላዕታኡ O
እዮም O
ከም O
ኣሕምልቲ O
ዝጥቀምሉ O
ዝነበሩ O
። O

ካብ O
ቀረባ B-DATE
ዓመታት I-DATE
ጀሚሩ I-DATE
ድማ O
ምስ O
ገለ O
ቀመማት O
ተሓዊሱ O
ንመመላኽዒ O
ከገልግል O
ጀሚሩ O
ኣሎ O
። O

ድሮ B-DATE
እውን O
ገለ O
ሃገራት O
ሰሜን B-LOC
ኣፍሪቃ I-LOC
ከም O
መመላኽዒ O
ካብ O
ዝጥቀማሉ O
ብርክት O
ዝበለ O
ዓመታት B-DATE
ኣቑጺረን O
ኣለዋ O
። O

ዋላ O
እኳ O
ውዱኣት O
ዝኾኑ O
መጽናዕትታት O
ኣይረኸቡ O
፡ O
ኣብ O
ሃገርና O
ምስ O
ሃይማኖታዊ O
ስብከታት O
ከም O
ዝኣተወ O
እዩ O
ዝንገረሉ O
። O

ቅድሚ B-DATE
ሰብዓ I-DATE
ዓመታት I-DATE
ኣቢሎም O
ንሃይማኖታዊ O
ስብከት O
ኣብ O
ሃገርና O
ዝኣተዉ O
ሚስዮናውያን O
ኣብ O
ከባቢ O
መነኹሰይቶን O
ዓሊተናን O
ከም O
ዝተኸልዎ O
ዝገልጹ O
ጽሑፋት O
ክህልዉ O
ከለዉ O
ዝያዳ O
ተፈላጥነትን O
ተጠላብነትን O
ዝረኸበ O
ግን O
፡ O
ቅድሚ B-DATE
60 I-DATE
ዓመታት I-DATE
ኣቢሉ O
ኣብ O
ከባቢ O
ሰገነይቲ I-LOC
ክትከል O
ምስ O
ጀመረ O
እዩ O
። O

በለስ O
፡ O
ዋላ O
እውን O
ብፍላጥ O
ኣይትትከሎ O
ብኣዕዋፍን O
ካልኦት O
እንስሳታትን O
ስለ O
ዝባዛሕ O
ኣብ O
መላእ O
ሃገር O
ክበቁልን O
ኣብ O
ኩሉ O
ዘይሰናነፍ O
ተቐባልነት O
ክረክብን O
ግን O
ግዜ O
ኣይወሰደን O
። O

በለስ O
ዓቃቢ O
ማይን O
ንፎቶስይንተሲስ O
ዝሕግዝን O
መፍረዪ O
ዕምባባን O
ዝኾነ O
ጸፊሕ O
ቀጠልያ O
ቆጽሊ O
ስለ O
ዘለዎን O
ማይ O
ናይ O
ምጽዋር O
ዓቕሙ O
ልዑል O
ስለ O
ዝኾነን O
ዳርጋ O
ኣብ O
ኩሉ O
ኩርናዓት O
ሃገርና O
ክርከብ O
ይከኣል O
እዩ O
። O

ጣዕሙን O
ዓቐኑን O
ድማ O
ከከም O
ከባቢኡ O
ይፈላለ O
። O

ንኣብነት O
፡ O
ኣብ O
ጎላጉል O
ዝበቁል O
“ O
በለስ O
ድኹዒ O
“ O
ፍሩታኡ O
ዓቢ O
ኮይኑ O
ኣብ O
ውሽጡ O
ብዙሕ O
ፍረ O
የብሉን O
። O

መቐረቱ B-DATE
ግን O
ማዕረ O
እቲ O
ኣብ O
ጎቦታትን O
ኣኻውሕን O
ዝበቁል O
ዓቢ O
ገላዕታን O
ድቕቕ O
ዝበለ O
ፍሩታን O
ዘለዎ O
በለስ O
“ O
ጸጸ O
“ O
ኣይከውንን O
እዩ O
። O

ውሑድ O
እሾኽን O
ጸፊሕ O
ገላዕታን O
ዘለዎ O
ኣብ O
ኣጻድፍ O
ዝበቁል O
ክንሱ O
ግን O
ከኣ O
ንበለስ O
ድኹዒ O
ዝጥዕም O
መቐረት O
ዘለዎ O
እውን O
ኣብ O
ሃገርና O
ይፈሪ O
እዩ O
። O

ክረምቲ B-DATE
ኣብ O
ምዝዛሙ O
ኣብ O
ከም O
በዓል B-DATE
ሰሜናዊ B-LOC
ባሕሪ I-LOC
ዝኣመሰሉ O
ዕሙር O
ጣሻ O
ዘለዎም O
ቦታታት O
ዝፈሪ O
“ O
በለስ O
ኩሕላይ O
“ O
ድማ O
፡ O
እቲ O
ኣዝዩ O
ምቁርን O
ዝሑልን O
ኮይኑ O
ብዓማዊል O
ኣዝዩ O
ተፈታዊ O
ዓይነት O
በለስ O
እዩ O
። O

እቲ O
ብብዙሓት O
“ O
ዝመቀረ O
“ O
ተባሂሉ O
ዝምስከረሉ O
ዓይነት O
በለስ O
ግን O
፡ O
ገዚፍ O
ገላዕታን O
ረጒድ O
እሾኽን O
ዘለዎ O
“ O
በለስ O
ጨጓር O
“ O
እዩ O
። O

ነዊሕን O
ቀጢንን O
ገላዕታ O
ዘለዎ O
፡ O
ዕብይ O
ኢሉ O
ኮይኑ O
ብዙሕ O
እሾኽ O
ዘይብሉ O
በለስ O
ሊላ O
እውን O
ብመቐረቱ O
ምስቶም O
ኣብ O
ቅድሚት B-DATE
ዝስርዑ O
እዩ O
። O

ንእሽቶ O
ከቢብ O
ቆጽሊ O
ዘለዎ O
ሓውሲ O
ቡናዊ O
ዝሕብሩ O
በለስ O
ዋሪ B-DATE
እውን O
ዋላ O
ደኣ O
ብውሑድ O
ዓቐን O
ይኹን O
እምበር O
ኣብ O
ሃገርና O
ካብ O
ዝፈርዩ O
ዓሌታት O
በለስ O
እዩ O
። O

ኣብ O
ሑጻ O
ዝበቁል O
መቐረት O
ዘይብሉ O
“ O
በለስ O
ማይማዮ O
“ O
እውን O
ከም O
ፈውሲ O
ማይ O
ጽምኢ O
ኣብ O
ገለ O
ከባቢታት O
ሃገርና O
ይዝውተር O
እዩ O
። O

ብዙሕ O
ዘይጥለብ O
ፍረኡን O
ገላዕታኡን O
ጻዕዳ O
ዝኾነ O
በለስ O
ጻዕዳ O
ድማ O
ንብዙሕነት O
በለስ O
ሃገርና O
ካብ O
ዘረጉዱ O
እዩ O
። O

ብሓፈሻኡ O
ክርአ O
እንከሎ O
እቶም O
ኣብ O
ሃገርና O
ብብዝሒ O
ዝዝውተሩ O
ዓይነታት O
በለስ O
፡ O
በለስ O
ድኹዒን O
በለስ O
ጸጸርን O
ኮይኖም O
፡ O
ንበይኑ O
ኣብ O
ሓጋይ O
ዝብርሆ O
ብጫ O
ዝሕብሩ O
በለስ O
ሳዕሳዕ O
እውን O
ኣብ O
ውሱን O
ከባቢታት O
ይፈሪ O
እዩ O
። O

በለስ O
ኣብ O
ዝኸዶ O
ክፋረ O
ዘይጽገም O
፡ O
ደርቂ O
ዝጻወር O
፡ O
ደኳዓንን O
ኮስኩሰንን O
ዘይብል O
፡ O
ዋጋኡ O
ሕሱር O
፡ O
ምቁርን O
ናይ O
ዓሰርተታት B-DATE
ዓመታት I-DATE
ሌላ O
ዘለዎን O
ብምዃኑ O
ዝያዳ O
ተጠላቢ O
ንኽኸውን O
ካብ O
ዝሓገዝዎ O
ረቛሒታት O
እዮም O
። O

እዚ O
ብዘይካ O
እሾኽ O
ምህላዉን O
መግቢ O
ከይበላዕካ O
ክትወስዶ O
ኣጸጋሚ O
ምዃኑን O
ካልእ O
ምንም O
“ O
ከምዚ O
ኔሩ O
እንተ O
ዝኸውን O
“ O
ክትብሎ O
ዘየድፍር O
ምዑዝ O
ፍረ O
፡ O
ምስ O
ናይ O
መግብን O
ዕዳጋን O
ፍረ O
ብማዕረ O
ዝምደብ O
ምዃኑ O
ድማ O
ካልእ O
ፍሉይነቱ O
እዩ O
። O

እቶም O
ተማሃሮ O
ማይን B-PER
ሓመድን I-PER
ንምዕቃብ O
ኣብ O
ምስራሕ O
ቅናታዊ O
ዛላታትን O
ከትርታትን O
፡ O
ምዅዓት O
ንፈልሲ O
ዝኸውን O
ጎዳጉድን O
ምትካል O
ፈልስታትን O
ዕዉት O
ንጥፈታት O
የካይዱ O
ከም O
ዘለዉ O
እዩ O
ዝግለጽ O
። O

ሓደ O
ካብቲ O
ጉሉሕ O
ኣብነታት O
ናይዚ O
፡ O
እቲ O
ዓመታዊ O
መንግስትን O
መንእሰያትን O
ኢደይ O
ኢድካ O
እናበሉ O
ዘሰላሰልዎ O
ክረምታዊ O
ማእቶት O
እዩ O
። O

መዛግብቲ O
ከም O
ዝሕብሩዎ O
፡ O
ልዕሊ O
30 O
ሚእታዊት O
ካብ O
መሬት O
ናይዛ O
ሃገር O
ብዕሙር O
ኣግራብ O
ዝተሸፈነ O
እዩ O
ነይሩ O
። O

ነዚ O
ኩነት O
እዚ O
ንምቕያር O
፡ O
መንግስቲ B-ORG
ኤርትራ I-ORG
ብመንገዲ O
ሚኒስትሪ B-ORG
ሕርሻ I-ORG
፡ O
ኩሎም O
ዜጋታት O
ዘበርክትሉ O
ናይ O
ምግራብን O
መሬት O
ፍርያም O
ናይ O
ምግባርን O
ጥንቁቕ O
መደብ O
ኣበጊሱን O
ትግባረኡ O
ብውሕሉል O
ኣገባብ O
ወዲቡን O
ክሰርሕ O
ጸኒሑ O
ኣሎ O
። O

እዚ O
፡ O
መንግስቲ O
ባህርያዊ O
ብዙሕነትን O
ንቡር O
ህይወት O
ሃገርን O
ንምምላስ O
ኣብ O
1994 B-DATE
ዘበገሶ O
መደብ O
እዚ O
ዛጊት O
ኣቃሊልካ O
ክረአ O
ዘይከኣል O
ለውጢ O
ኣምጺኡ O
ኣሎ O
። O

እዚ O
ብተማሃሮ O
ዝሰላሰል O
መደብ O
እዚ O
፡ O
ፈልሲ O
ኣግራብ O
ካብ O
ምትካል O
ክሳብ O
ካልኦት O
ሓመድን B-PER
ማይን I-PER
ናይ O
ምዕቃብ O
ስራሓት O
ዝዝርጋሕ O
ኮይኑ O
፡ O
ኣብ O
ርእሲ O
እቲ O
ቀዳማይ O
ዕላማኡ O
፡ O
ካብ O
ኩሉ O
ኩርናዓት O
ዝመጹ O
ተማሃሮ O
ስለ O
ዝሳተፍዎ O
፡ O
ሓድሕዳዊ O
ቋንቋታትን O
ባህልታትን O
ናይ O
ምልውዋጥ O
ምቹእ O
ዕድል O
እውን O
እዩ O
። O

ከም O
ውጽኢቱ O
፡ O
ኣብ O
ባህርያዊ O
ወጅሂ O
ናይዛ O
ሃገር O
ዓቢ O
ፍልልይ O
ኣምጺኡ O
ጥራይ O
ዘይኮነ O
፡ O
ኣብ O
መንእሰያት O
ዜጋታት O
ዘይነዓቕ O
ምትእስሳር O
ከም O
ዝፈጠረ O
እውን O
ዘጠራጥር O
ኣይኮነን O
። O

ብኩሉ O
ዓቕምታቶም O
እናሰርሑ O
ኣብ O
ክንዲ O
ድኻም O
ኣዝዮም O
ተፈሲሆም O
ተዛንዮም O
እንክትርኢ O
ኣመና O
እዩ O
ዘሐጉሰካ O
። O

ይሰርሑ O
፡ O
ይጫረቑ O
፡ O
ማዕረ O
ማዕሪኡ O
ከኣ O
ሕጂ B-DATE
ምስ O
ዝፈለጥዎም O
መዛኑኦም O
ምሕዝነትን O
ዕርክነትን O
ይፈጥሩ O
። O

ከምኡ O
ክገብሩ O
ከለዉ O
ከኣ O
፡ O
ዓቢ O
ፍልልይ O
ይፈጥሩ O
ከም O
ዘለዉን O
ኣብ O
ምዕባለ O
ናይዛ O
ሃገር O
ናይ O
ገዛእ-ርእሶም O
መቝነን O
የበርክቱ O
ከም O
ዘለዉን O
ይስምዖም O
። O

ክንዲ O
ዝኾነ O
፡ O
ከተዕልሎም O
ቅርብ O
ምስ O
በልካ O
ኩሎም O
ሕጉሳትን O
ሕቡናትን O
ምዃኖም O
ካብ O
ገጾም O
ከተንብቦ O
ግዜ O
ኣይወስደልካን O
። O

እቲ O
ንጥፈታት O
ከኣ O
ንኽሊማ O
ናይ O
ዝተፈላለየ O
ክፋላት O
ሃገርና O
ኣብ O
ግምት O
ዘእተወ O
እዩ O
። O

ከም O
ዞባ B-LOC
ደቡባዊ I-LOC
ቀይሕ I-LOC
ባሕሪ I-LOC
ኣብ O
ዝኣመሰለ O
ሓደ O
ሓደ O
ክፋላት O
ናይ O
ሃገርና O
፡ O
ማእቶት O
ኣቐድም O
ኣቢሉ O
እዩ O
ዝጅምር O
። O

ናይ O
ዓሚ B-DATE
መደብ O
ክረምታዊ O
ማእቶት O
መወከሲ O
እንተ O
ርኢና O
፡ O
ብድምር O
ልዕሊ O
27 O
ሽሕ O
ተማሃሮን O
1300 O
ናይ O
ሕርሻ O
ክኢላታትን O
ከም O
ዝተሳተፍዎ O
እዩ O
ዝፍለጥ O
። O

160 O
ነቑጣታት O
ብተማሃሮ O
ተገሪቦም O
። O

ኣብ O
ናይዚ B-DATE
ዓመት I-DATE
እዚ O
መደብ O
ከኣ O
፡ O
እቶም O
መንእሰያት O
ዝገፍሐ O
መሬት O
ናብ O
ንቡር O
ክመልሱን O
ናብ O
ሓምላይ B-DATE
ክቕይሩን O
ትጽቢት O
ተነቢርሎም O
ኣሎ O
። O

ብተወሳኺ O
፡ O
መንግስቲ O
፡ O
ብፍላይ O
ከኣ O
ሚኒስትሪታት B-ORG
ትምህርትን I-ORG
ሕርሻን I-ORG
እቶም O
ተማሃሮ O
ሓድሕዶም O
ዝዋስኡሉን O
ተመኩሮታቶም O
ዝለዋወጥሉን O
ሰፊሕ O
ባይታ O
ንምፍጣር O
ኣበርቲዖም O
ክሰርሕሉ O
ከም O
ዝጸንሑ O
ዝረኸብናዮ O
ሓበሬታ O
የረድእ O
። O

ስለዚ O
ድማ O
፡ O
እቶም O
ተማሃሮ O
ማእቶታዊ O
ዕማሞም O
ዛዚሞም O
ነናብ O
ኣባይቶም O
ኣብ O
ዝምለስሉ O
እዋን I-DATE
፡ O
ኣብ O
ጉዕዞ O
ህይወቶም O
ዝሕግዞም O
ተመኩሮታትን O
ናይ O
ናብራ O
መትከላትን O
ቀሲሞም O
ክመጹ O
እዮም O
ማለት O
እዩ O
። O

ኣብያተ-ትምህርቲ O
ክዕጾ O
ቁሩብ O
ክተርፎ O
እንከሎ O
፡ O
ተማሃሮ O
ካልኣይ O
ደረጃ O
ኣብያተ-ትምህርቲ O
ንማእቶት O
ኣዝዮም O
እዮም O
ዝጽይበዎ O
። O

ንክረምታዊ O
ዕረፍቶም O
ተወሳኺ O
መቐረት O
ሂቡ O
ኣዝዩ O
ኣዛናዪ O
ስለ O
ዝገብሮ O
ጥራይ O
ዘይኮነ O
፡ O
በቲ O
ንእሽቶን O
ፈኲስን O
ዝመስል O
ስራሕ O
ኣብ O
ህንጸት O
ናይዛ O
ሃገር O
ኣዝዩ O
ገዚፍ O
ድርኺት O
እውን O
ስለ O
ዝገብሩ O
። O

ካልእ O
ባህላዊ O
መኽሰብ O
እውን O
ኣለዎ O
። O

እቶም O
ተማሃሮ O
ኣብ O
ነሓድሕዶም O
ጥራይ O
ዘይኮነ O
፡ O
ካብ O
ህዝቢ O
ናይቲ O
ዝተመደብሉ O
ከባቢ O
እውን O
ብዙሕ O
እዮም O
ዝመሃሩ O
። O

ኣገባብ O
ኣመሃህራ O
፡ O
ኣተዓባብያ O
፡ O
ኣመጋግባ O
፡ O
ያታዊ O
ሜላታት O
ናይ O
ዕርቂ O
ኮታስ O
ያታን O
ባህልን O
ናይቲ O
ዝተመደብሉ O
ከባቢ O
ሸምዲዶምዎ O
እዮም O
ዝምለሱ O
። O

እዚ O
ብሓጺር O
ቃላት O
ክትገልጾ O
እንከለኻ O
፡ O
ኣዝዩ O
ንእሽቶ O
ዝመስል O
ተመኩሮ O
እዚ O
፡ O
ኣብ O
ቀጻሊ O
ህይወቶም O
ዝገድፎ O
ሕላገትን O
ዝቕይሶ O
መንገድን O
ብዘይ O
ምግናን O
ዓቢይ O
እዩ O
። O

ውጽኢት O
ማእቶት O
ኣብቲ O
ዝፈሰሰሉ O
ጉልበት O
፡ O
ማልን O
ፍልጠትን O
ጥራይ O
ዘይኮነ O
፡ O
ኣብ O
ባህርይ O
ማለት O
፡ O
ኣብ O
ኩነታት O
ሓመድ O
፡ O
ስሩዕነትን O
ዝርግሐን O
ዝናብ O
፡ O
ክሊማን O
ካልእ O
ረቛሒታትን O
እውን O
ዝምርኮስ O
እኳ O
እንተ O
ኾነ O
፡ O
ብዘይ O
ምሕላል O
ምስ O
ባህርይ O
እናተጓነጸ O
፡ O
ዝናብ O
ክውሕድ O
እንከሎ O
እውን O
ካብቲ O
ትሕተ-ባይታዊ O
ማይ O
እናሰተየ O
ገረብ O
ዘጽደቐን O
ዘዕበየን O
ግን O
፡ O
ኣብ O
መወዳእታስ B-DATE
ፍረ O
ድኻሙ O
ክርኢ O
ምዃኑ O
ብዙሕ O
ዘጠራጥር O
ኣይኮነን O
። O

ፍረ O
ናይ O
ዝሓለፉ B-DATE
ዙርያታት O
ክረምታዊ O
ማእቶት O
ብኣሃዝ O
ኣሰኒኻ O
ክትግምግሞ O
ከቢድ O
ስራሕ O
እዩ O
። O

ይኹን O
እምበር O
፡ O
ክውንዘፍ O
ዘይብሉ O
ዕዮ O
ምዃኑ O
ኣየጠራጥርን O
። O

ከይተጠቕሰ O
ክሕለፍ O
ዘይብሉ O
ግን O
፡ O
ማእቶት O
ምስ O
ጽቡቕ O
ኣግራብ O
ምትካልን O
ምዕባይን O
ጥራይ O
ዘይኮነ O
፡ O
ዘይተደላይን O
ሃስያ O
ዘለዎን O
ዓይነት O
ኣግራብ O
ምስ O
ምምሓውን O
ምጽራይን O
እውን O
ኣተኣሳሲርካ O
እንተ O
ዝርአ O
፡ O
ንዝያዳ O
ኣድማዕነት O
ገለ O
ሓገዝ O
ክህልዎ O
ይኽእል O
። O

ካልእ O
ክርሳዕ O
ዘይብሉ O
ነጥቢ O
እውን O
ኣሎ O
። O

ተማሃሮ O
ኣብ O
ከባቢ O
ዝነብርሉ O
ቦታ O
እናመደብካ O
ናይ O
ምግራብ O
መደባት O
ይቀላቐል O
ኣሎ O
። O

እዚ O
ናቱ O
ረብሓታት O
ክህልዎ O
ዝኽእል O
እኳ O
እንተ O
ኾነ O
፡ O
ነቲ O
ንሓደ O
ተማሃራይ O
ሕብረ-ባህላዊ O
ንምግባሩን O
ብኹለንተናዊ O
ኤርትራውነት O
ንምህናጹን O
ዝግበር O
ጻዕሪ O
ግን O
ሓጋዚ O
ኣይመስልን O
። O

ንተኻረይቲ O
እናበደልካ O
ዝቕጽል O
ዘሎ O
ኣሰራርሓታት O
ኣገባብ O
ክግበረሉ O
ኣለዎ O
“ O
ፕረዚደንት O
ኢሳይያስ B-PER
። O

ክቡር O
ፕረዚደንት O
፡ O
ኣብዚ O
ናይ O
ገዛውቲ O
ህንጻ O
፡ O
ኣብ O
ዝሓለፈ B-DATE
ዓመታት I-DATE
ብግሊ O
ዝካየድ O
ንጥፈታት O
ወይ O
ህንጻዊ O
ስርሓት O
ተወንዚፉ O
ብምጽንሑ O
፡ O
ሓያሎ O
ኣብቲ O
ህንጻዊ O
ንጥፈት O
ወይ O
ኣብቲ O
ጽላት O
ዝነጥፉ O
ዝነበሩ O
ሞያውያንን O
ናይ O
ጉልበት O
ሰራሕተኛታትን O
፡ O
ሃስያ O
ምውራዱሲ O
ርኡይ O
እዩ O
። O

ኣብ O
ጽላት O
ህንጻ O
ሰፊሕ O
ናይ O
ሽቕለት O
ዕድላት O
ንምፍጣር O
ከምኡ O
እውን O
ብሕታዊ O
ክፋል O
ኣብ O
ዕብየት O
ናይዚ O
ጽላት O
እዚ O
እጃሙ O
ዘበርክተሉ O
ዕድላት O
ንምኽፋት O
ተበግሶ O
ዜጋታት O
ኣብ O
ምስራሕ O
ጤሳን O
ካልእ O
ኣባይትን O
ንምትብባዕ O
መጻኢ O
ኣተሓሕዛ O
ናይዚ O
ጽላት O
ከመይ O
እዩ O
ብዙሓት O
ጽቡቓት O
ድልየታት O
ንጽቡቕ O
ነገር O
ኣይተሰርሓሎምን O
። O

ሕጂ B-DATE
ግን O
ክንሓምን B-DATE
ክንወቅስን O
ግዜኡ B-DATE
ዝሓለፈ I-DATE
እዩ O
እምበር O
፡ O
ዋላ O
እቶም O
ብሕታዊ O
ክፋል O
ኢና O
ዝብሉ O
እዮም O
ኣብ O
ጽርግያታት O
ፕሮፖጋንዳ O
ዝገብሩ O
። O

“ O
ኣንታ O
እዚ O
መንግስቲ O
ዝገብሮ O
ዘሎስ O
ንሕና O
ባዕልና O
እኳ O
ምገበርናዮ O
ነይርና O
መሳለጥናዮ O
ነይርና O
እዘን O
ናይ O
መንግስቲ O
ትካላት O
ዝሰርሓኦ O
ብዙሕ O
ዘድምዕ O
ኣይኰነን O
“ O
እናበልካ O
ጎስጓሳት O
ምክያድ O
“ O
“ O
እየ O
ዝብሎ O
ኣነ O
። O

ብሕታዊ O
ክፋል O
ብኸምኡ O
ክሕይልን O
ክሰርሕን O
ዝኽእል O
ነይሩ O
እንተ O
ዝኸውን O
እሞ O
፡ O
ተዓጊትና O
ደው O
ኣይምበልናን O
። O

ኣብ O
ሕርሻ O
፡ O
ምምስራሕ O
፡ O
ኣባይትን O
ካልኦት O
ዝተፈላለዩ O
ጽላታትን O
ናይ O
መንግስቲ O
ጽቡቕ O
ድልየትን O
ዕድልን O
እናተፈጥረ O
ሓደ O
ብሓደ O
ናይ O
ጽርግያ O
ዕላላት O
ዘይኰነ O
፡ O
ብጭቡጥ O
እዞም O
ዝተፈጥሩ O
ዕድላት O
ብብሕታውያን O
ኣውፈርቲ O
ተሰሪሑሎም O
ድዩ O
ወይስ O
በሽካዕላል O
እዮም O
ተታሒዞም O
እቲ O
ኣርእስትታት O
ብዙሕ O
ስለ O
ዝዀነ O
ሕጂ B-DATE
ኣብ O
ዝርዝር O
ክኣቱ O
ኣይደልን O
እየ O
። O

ብሕታዊ O
ክፋልን O
ዘይብሕታዊ O
ክፋልን O
ዝበሃል O
እውን O
ኣይፈልጥን O
እየ O
። O

ብሕታዊ O
ክፋል O
ክበሃል O
ከሎ O
ኣብ O
መንጎ O
ብሕታዊ O
ክፋልን O
መንግስትን O
ፈላሊኻ O
ምርኣይ O
ማለት O
ኣይኮነን O
። O

ኩሉ O
ናይ O
ሓጽብታት O
፡ O
ጽርግያታት O
፡ O
ኣገልግሎት O
ኤለክትሪክ O
፡ O
ቀረብ O
ነጻ O
ብሕታዊ O
ክፋል O
ከገብሮ O
ይኽእል O
እዩ O
እሞ O
ግደፍዎ O
፡ O
እናተባህለ O
ኣብዚ O
ገና O
ሓፍ O
ዘይበለ O
ሃገር O
ናይ O
ታቸር O
ፕሮግራም O
ምትእትታው O
ማለት O
እዩ O
። O

ብሕታዊ O
ክፋልከ O
መን O
እዩ O
ብሕታዊ O
ክፋል O
እንታይ O
ክገብር O
ይኽእል O
ክንደይ O
ገንዘብ O
ዘለዎ O
እዩ O
ኣብ O
ምንታይ O
ኣብ O
ምንታይ O
ክሰርሕ O
ዝኽእል O
እዩ O
ሆቴላትን O
ኣብያተ-መግብን O
ከፊቱ O
ቀንፈዘው O
ዝብል O
ድዩ O
ንቑጠባዊ O
ዕብየት O
ሃገር O
ኣብ O
ፋብሪካታት O
ዝሰርሕ O
ዲዩ O
ማይ O
ሃልዩዎ O
ብዶላር O
ብኤውሮ O
ዘውፍር O
ድዩ O
ጉዳይ O
ብጉዳይ O
ክዝረበሉ O
ኣለዎ O
። O

ጉዳይ O
ብጉዳይ O
ብጭቡጥ O
ክዝረብ O
ኣለዎ O
። O

ብዘይካ O
ኣስመራ B-LOC
ካልእ O
ኤርትራ B-LOC
የለን O
ማለት O
ድዩ O
እዘን O
ቅድሚ B-DATE
ሕጂ I-DATE
ተሰሪሐን O
ዘለዋ O
ገዛውቲኸ O
ኣበይ O
ዘለዋ O
እየን O
። O

ሓደ O
ካብቶም O
ዝምስገኑ O
ፕሮጀክታት O
ዝበሃል O
እንዳ O
ኮርያ B-LOC
( O
ደምበ O
ሰምበል O
) O
፡ O
ተሸይጡ O
ተባሂሉ O
። O

ኣብኡ O
ዝተፈጸመን O
ዝፍጸም O
ዘሎን O
ኣሽካዕላል O
ፈጺምካ O
እዚ O
እዩ O
ክትብሎ O
ዝከኣል O
ኣይኰነን O
። O

ምስ O
መሬት O
ጤሳ O
ዝተኣሳሰረ O
ናይ O
ምድንጋርን O
“ O
ስፔኩሌሽን O
“ O
( O
ምውቕቓዕን O
) O
ኣሽካዕላል O
እዚ O
እዩ O
ደረቱ O
ኢልካ O
ክትዛረበሉ O
ዝከኣል O
ኣይኰነን O
። O

ዓቕሚ O
ከይህልወካ O
ይኽእል O
እዩ O
መንግስቲ O
እውን O
ኣይሓገዘካን O
ይኸውን O
። O

ናይ O
ፋይናንስ O
ትካላት O
እውን O
ኣይሓገዛኻን O
ይዀና O
። O

ብጤሳ O
ውሰዶ O
ወላ O
ብኻልእ O
፡ O
ኣብ O
መወዳእታ B-DATE
ነቲ O
መሬት O
ክትጥቀመሉ O
ኣለካ O
። O

መሬት O
ክነልምዕ O
፡ O
ኤክስፖርት O
ክንገብር O
እናተባህለ O
ንዝተፈላለዩ O
ሰባት O
ብኣማኢት O
ሄክታራት O
ዝተፈቕደ O
መሬት O
፡ O
ኣብ O
ምንታይ O
ኣውዒሎሞ O
ከመይ O
ገይሮም O
ተጠቒሞምሉ O
ኣብዚ O
ክዛረበሉ O
ኣይደልን O
እየ O
። O

ከም O
ናይ O
ባድሚትን O
ገርሰትን O
ዝኣመሰሉ O
ናይ O
ሕርሻን O
ልምዓትን O
መደባት O
፡ O
ሰባት O
ክሕዝዎም O
ክኽእሉ O
ኣለዎም O
ኣብ O
መወዳእታ B-DATE
። O

ሕጂ B-DATE
ክሰርሕዎም O
ኣይክእሉን O
እዮም O
። O

ዓቕሚ O
እውን O
የብሎምን O
፡ O
ኣብ O
ገዛኡ O
ተኾርምዩ O
ዘሎ O
ብሕታዊ O
ክፋል O
ኣይኰነን O
ሳምሶናይት B-PER
ሒዙ O
ዝኸይድ O
ጥራይ O
እዩ O
ብሕታዊ O
ክፋል O
እሞ O
፡ O
ንዕኡ O
መሬት O
ክህቦ O
እየ O
፡ O
እንተ O
ኢልካኒ O
፡ O
ኣይህቦን O
እየ O
። O

እቲ O
ተዋዲዱ O
ዘሎ O
ፕሮጀክትታት O
፡ O
ነቶም O
ኣብኡ O
ጻህያይ O
ክጽህዩ O
ዝውዕሉ O
፡ O
ኣብ O
ገዛኦም O
ንእሽቶ O
ጋዓትን O
ቅጫን O
በሊዖም O
ዝኸዱ O
ዘለዉ O
፡ O
ጽባሕ O
ንግሆ O
ክጥቀምሉ O
ክኽእሉ O
ኣለዎም O
። O

በብቕሩብ O
ከኣ O
እናማዕበሉ O
፡ O
ሞያ O
እናቐሰሙ O
፡ O
ተመኩሮ O
እናደለቡን O
ገንዘብ O
እናዋህለሉን O
ብሕታዊ O
ክፋል O
ክዀኑ O
ይኽእሉ O
እዮም O
። O

ኩሉ O
ህዝቢ O
እውን O
ብሕታዊ O
ክፋል O
ክኸውን O
እዩ O
። O

ምኽንያቱ O
እቲ O
ሰሪሑ O
ክነብር O
ዝኽእል O
እዩ O
ብሕታዊ O
ክፋል O
ዝበሃል O
። O

ምናልባት O
ኣብ O
ነፍሲ-ወከፍ O
ጽላታት O
ዘዝምልከቶም O
ኣካላት O
ክገልጽዎ O
ይኽእሉ O
ይዀኑ O
፡ O
ሱታፌ O
ናይ O
ብሕታዊ O
ክፋል O
እንታይ O
ይመስል O
